file,label,source,speaker,generator,language,group
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/109 - Cartoon Network AI Bumpers_064.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::109 - Cartoon Network AI Bumpers
audio/human/garystafford/yt_0008_part_150.flac,0,GaryStafford,,,en,GaryStafford::human::yt_0008
audio/human/CREMA-D/1018_IEO_FEA_LO.wav,0,CREMA-D,1018,,en,CREMA-D::actor::1018
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/090 - Sora 2 S1E3_027.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::090 - Sora 2 S1E3
audio/ai/garystafford/hu_0008_part_003.flac,1,GaryStafford,,Hume AI,en,GaryStafford::ai::Hume AI::0008
audio/human/LJSpeech/LJ021-0201.wav,0,LJSpeech,LJ,,en,LJSpeech::lj021-0201
audio/human/LJSpeech/LJ018-0208.wav,0,LJSpeech,LJ,,en,LJSpeech::lj018-0208
audio/human/LJSpeech/LJ050-0233.wav,0,LJSpeech,LJ,,en,LJSpeech::lj050-0233
audio/human/LJSpeech/LJ030-0217.wav,0,LJSpeech,LJ,,en,LJSpeech::lj030-0217
audio/human/CREMA-D/1047_TSI_DIS_XX.wav,0,CREMA-D,1047,,en,CREMA-D::actor::1047
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/200 - SML Movie： Junior Wants Chef Pee Pee Fired!_174.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::200 - SML Movie： Junior Wants Chef Pee Pee Fired!
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/030 - BEST SORA 2 AI MEMES EPISODE 5_215.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::030 - BEST SORA 2 AI MEMES EPISODE 5
audio/human/LJSpeech/LJ030-0214.wav,0,LJSpeech,LJ,,en,LJSpeech::lj030-0214
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/038 - What if Squidward's New Neighbor was Gumball？ A Nightmare Worse Than SpongeBob._048.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::038 - What if Squidward's New Neighbor was Gumball？ A Nightmare Worse Than SpongeBob.
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/030 - BEST SORA 2 AI MEMES EPISODE 5_168.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::030 - BEST SORA 2 AI MEMES EPISODE 5
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/037 - south park special episode： DOOMED DAD (made by ai)_112.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::037 - south park special episode： DOOMED DAD (made by ai)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/241 - 🍰 Cinematic Cakes： Movie Studio Edition_015.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::241 - 🍰 Cinematic Cakes： Movie Studio Edition
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)_013.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)
audio/human/LJSpeech/LJ026-0084.wav,0,LJSpeech,LJ,,en,LJSpeech::lj026-0084
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/088 - Sora's AI-Generated SpongeBob Part 2! The Style Change is INSANE, My Childhood is Ruined!_065.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::088 - Sora's AI-Generated SpongeBob Part 2! The Style Change is INSANE, My Childhood is Ruined!"
audio/human/LJSpeech/LJ016-0216.wav,0,LJSpeech,LJ,,en,LJSpeech::lj016-0216
audio/human/CREMA-D/1088_WSI_HAP_XX.wav,0,CREMA-D,1088,,en,CREMA-D::actor::1088
audio/human/LJSpeech/LJ049-0118.wav,0,LJSpeech,LJ,,en,LJSpeech::lj049-0118
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/174 - Sora 2 - Family Guy, South Park, SpongeBob SquarePants and more! ｜ AI Cartoon Compilation #3_042.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::174 - Sora 2 - Family Guy, South Park, SpongeBob SquarePants and more! ｜ AI Cartoon Compilation #3"
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/033 - Bloopers by Sora 2_011.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::033 - Bloopers by Sora 2
audio/human/CREMA-D/1027_MTI_FEA_XX.wav,0,CREMA-D,1027,,en,CREMA-D::actor::1027
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/068 - Hip Hop Sora 2 A.I Compilation_207.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::068 - Hip Hop Sora 2 A.I Compilation
audio/human/beastboy/What's Up With These GTA 6 Leaks？_036.wav,0,unknown,,,unknown,unknown::human::what's up with these gta 6 leaks？_036
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/105 - sora 2 stuff_171.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::105 - sora 2 stuff
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_049.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/ai/garystafford/po_0034_part_007.flac,1,GaryStafford,,Amazon Polly,en,GaryStafford::ai::Amazon Polly::0034
audio/human/CREMA-D/1047_MTI_HAP_XX.wav,0,CREMA-D,1047,,en,CREMA-D::actor::1047
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/011 - What If Cartoons Had Anime Openings - Sora 2 AI (Part 3)_005.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::011 - What If Cartoons Had Anime Openings - Sora 2 AI (Part 3)
audio/human/CREMA-D/1077_ITH_NEU_XX.wav,0,CREMA-D,1077,,en,CREMA-D::actor::1077
audio/human/CREMA-D/1074_TSI_ANG_XX.wav,0,CREMA-D,1074,,en,CREMA-D::actor::1074
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/081 - Sora 2 - Family Guy, South Park, Rick & Morty, SpongeBob, and more! ｜ AI Cartoon Compilation #2_084.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::081 - Sora 2 - Family Guy, South Park, Rick & Morty, SpongeBob, and more! ｜ AI Cartoon Compilation #2"
audio/human/LJSpeech/LJ038-0248.wav,0,LJSpeech,LJ,,en,LJSpeech::lj038-0248
audio/ai/garystafford/hu_0008_c_part_009.flac,1,GaryStafford,,Hume AI,en,GaryStafford::ai::Hume AI::0008_c
audio/human/LJSpeech/LJ047-0046.wav,0,LJSpeech,LJ,,en,LJSpeech::lj047-0046
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/039 - South Park： Cartman in Squid Game ｜ South Park Parody ｜ Episode 1 ｜ Motionize_101.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::039 - South Park： Cartman in Squid Game ｜ South Park Parody ｜ Episode 1 ｜ Motionize
audio/human/CREMA-D/1075_MTI_DIS_XX.wav,0,CREMA-D,1075,,en,CREMA-D::actor::1075
audio/human/CREMA-D/1050_TIE_HAP_XX.wav,0,CREMA-D,1050,,en,CREMA-D::actor::1050
audio/human/LJSpeech/LJ014-0035.wav,0,LJSpeech,LJ,,en,LJSpeech::lj014-0035
audio/human/CREMA-D/1012_IEO_FEA_LO.wav,0,CREMA-D,1012,,en,CREMA-D::actor::1012
audio/human/LJSpeech/LJ035-0010.wav,0,LJSpeech,LJ,,en,LJSpeech::lj035-0010
audio/human/CREMA-D/1043_IWW_SAD_XX.wav,0,CREMA-D,1043,,en,CREMA-D::actor::1043
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/169 - AI Has FINALLY LOST CONTROL 💀 (Sora 2 Moments Gone Way Too Far)_001.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::169 - AI Has FINALLY LOST CONTROL 💀 (Sora 2 Moments Gone Way Too Far)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/105 - sora 2 stuff_107.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::105 - sora 2 stuff
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/135 - Unhinged Gumball AI Moments_107.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::135 - Unhinged Gumball AI Moments
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/230 - The Ultimate Spongebob Sora 2 Compilation_275.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::230 - The Ultimate Spongebob Sora 2 Compilation
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/014 - Anime Videos Generated by SORA 2._108.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::014 - Anime Videos Generated by SORA 2.
audio/human/LJSpeech/LJ036-0064.wav,0,LJSpeech,LJ,,en,LJSpeech::lj036-0064
audio/human/CREMA-D/1034_WSI_ANG_XX.wav,0,CREMA-D,1034,,en,CREMA-D::actor::1034
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/026 - Sora 2 SpongeBob & Other Funny Videos_014.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::026 - Sora 2 SpongeBob & Other Funny Videos
audio/human/CREMA-D/1033_MTI_NEU_XX.wav,0,CREMA-D,1033,,en,CREMA-D::actor::1033
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/030 - BEST SORA 2 AI MEMES EPISODE 5_054.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::030 - BEST SORA 2 AI MEMES EPISODE 5
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_393.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/human/CREMA-D/1034_IWL_ANG_XX.wav,0,CREMA-D,1034,,en,CREMA-D::actor::1034
audio/human/CREMA-D/1048_IWW_SAD_XX.wav,0,CREMA-D,1048,,en,CREMA-D::actor::1048
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/200 - SML Movie： Junior Wants Chef Pee Pee Fired!_008.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::200 - SML Movie： Junior Wants Chef Pee Pee Fired!
audio/human/LJSpeech/LJ041-0071.wav,0,LJSpeech,LJ,,en,LJSpeech::lj041-0071
audio/human/rekrap/Day in the Life of A Minecraft YouTuber_058.wav,0,unknown,,,unknown,unknown::human::day in the life of a minecraft youtuber_058
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/173 - BEST SORA 2 AI MEMES EPISODE 10_117.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::173 - BEST SORA 2 AI MEMES EPISODE 10
audio/human/CREMA-D/1023_TSI_NEU_XX.wav,0,CREMA-D,1023,,en,CREMA-D::actor::1023
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_165.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/human/CREMA-D/1036_DFA_FEA_XX.wav,0,CREMA-D,1036,,en,CREMA-D::actor::1036
audio/human/rekrap/Day in the Life of A Minecraft YouTuber_288.wav,0,unknown,,,unknown,unknown::human::day in the life of a minecraft youtuber_288
audio/human/CREMA-D/1062_TSI_ANG_XX.wav,0,CREMA-D,1062,,en,CREMA-D::actor::1062
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/039 - South Park： Cartman in Squid Game ｜ South Park Parody ｜ Episode 1 ｜ Motionize_081.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::039 - South Park： Cartman in Squid Game ｜ South Park Parody ｜ Episode 1 ｜ Motionize
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/204 - Ultimate THX & Movie Studio Intro Compilation_018.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::204 - Ultimate THX & Movie Studio Intro Compilation
audio/human/LJSpeech/LJ045-0125.wav,0,LJSpeech,LJ,,en,LJSpeech::lj045-0125
audio/human/LJSpeech/LJ034-0087.wav,0,LJSpeech,LJ,,en,LJSpeech::lj034-0087
audio/human/LJSpeech/LJ046-0053.wav,0,LJSpeech,LJ,,en,LJSpeech::lj046-0053
audio/human/CREMA-D/1087_ITH_HAP_XX.wav,0,CREMA-D,1087,,en,CREMA-D::actor::1087
audio/human/LJSpeech/LJ017-0107.wav,0,LJSpeech,LJ,,en,LJSpeech::lj017-0107
audio/human/LJSpeech/LJ038-0282.wav,0,LJSpeech,LJ,,en,LJSpeech::lj038-0282
audio/human/LJSpeech/LJ016-0025.wav,0,LJSpeech,LJ,,en,LJSpeech::lj016-0025
audio/human/LJSpeech/LJ024-0070.wav,0,LJSpeech,LJ,,en,LJSpeech::lj024-0070
audio/human/CREMA-D/1040_IEO_HAP_LO.wav,0,CREMA-D,1040,,en,CREMA-D::actor::1040
audio/human/LJSpeech/LJ019-0276.wav,0,LJSpeech,LJ,,en,LJSpeech::lj019-0276
audio/human/CREMA-D/1006_ITS_DIS_XX.wav,0,CREMA-D,1006,,en,CREMA-D::actor::1006
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/025 - He needs someone to save him 😭_293.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::025 - He needs someone to save him 😭
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/169 - AI Has FINALLY LOST CONTROL 💀 (Sora 2 Moments Gone Way Too Far)_054.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::169 - AI Has FINALLY LOST CONTROL 💀 (Sora 2 Moments Gone Way Too Far)
audio/human/LJSpeech/LJ038-0132.wav,0,LJSpeech,LJ,,en,LJSpeech::lj038-0132
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/081 - Sora 2 - Family Guy, South Park, Rick & Morty, SpongeBob, and more! ｜ AI Cartoon Compilation #2_025.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::081 - Sora 2 - Family Guy, South Park, Rick & Morty, SpongeBob, and more! ｜ AI Cartoon Compilation #2"
audio/human/immy/Your BrainRot Girlfriend Got Too Silly ASMR_015.wav,0,unknown,,,unknown,unknown::human::your brainrot girlfriend got too silly asmr_015
audio/human/beastboy/Yapping More About The GTA 6 Leaks And No Physical Disks Anger_030.wav,0,unknown,,,unknown,unknown::human::yapping more about the gta 6 leaks and no physical disks anger_030
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)_144.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_439.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/176 - Movie Studios presents： THE MOVIE STUDIOS_029.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::176 - Movie Studios presents： THE MOVIE STUDIOS
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/235 - (REUPLOAD) Lost Episodes Analog Horror Sora 2 #2_008.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::235 - (REUPLOAD) Lost Episodes Analog Horror Sora 2 #2
audio/human/LJSpeech/LJ015-0110.wav,0,LJSpeech,LJ,,en,LJSpeech::lj015-0110
audio/human/LJSpeech/LJ019-0352.wav,0,LJSpeech,LJ,,en,LJSpeech::lj019-0352
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/087 - Sora 2 - Family Guy and South Park ｜ AI Cartoon Compilation #1_046.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::087 - Sora 2 - Family Guy and South Park ｜ AI Cartoon Compilation #1
audio/human/CREMA-D/1046_IWW_HAP_XX.wav,0,CREMA-D,1046,,en,CREMA-D::actor::1046
audio/human/LJSpeech/LJ032-0010.wav,0,LJSpeech,LJ,,en,LJSpeech::lj032-0010
audio/human/CREMA-D/1082_TIE_ANG_XX.wav,0,CREMA-D,1082,,en,CREMA-D::actor::1082
audio/human/LJSpeech/LJ015-0135.wav,0,LJSpeech,LJ,,en,LJSpeech::lj015-0135
audio/human/LJSpeech/LJ019-0217.wav,0,LJSpeech,LJ,,en,LJSpeech::lj019-0217
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/068 - Hip Hop Sora 2 A.I Compilation_203.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::068 - Hip Hop Sora 2 A.I Compilation
audio/human/LJSpeech/LJ024-0115.wav,0,LJSpeech,LJ,,en,LJSpeech::lj024-0115
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/135 - Unhinged Gumball AI Moments_120.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::135 - Unhinged Gumball AI Moments
audio/human/garystafford/yt_0008_part_110.flac,0,GaryStafford,,,en,GaryStafford::human::yt_0008
audio/human/CREMA-D/1012_ITS_SAD_XX.wav,0,CREMA-D,1012,,en,CREMA-D::actor::1012
audio/human/garystafford/yt_0008_part_021.flac,0,GaryStafford,,,en,GaryStafford::human::yt_0008
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/080 - Sora Ai S1E2_052.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::080 - Sora Ai S1E2
audio/human/LJSpeech/LJ036-0069.wav,0,LJSpeech,LJ,,en,LJSpeech::lj036-0069
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/283 - Peppa pig gets grounded Sora AI videos 235 subscriber special (MOST VIEWED)_004.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::283 - Peppa pig gets grounded Sora AI videos 235 subscriber special (MOST VIEWED)
audio/human/CREMA-D/1011_IWL_ANG_XX.wav,0,CREMA-D,1011,,en,CREMA-D::actor::1011
audio/human/LJSpeech/LJ031-0165.wav,0,LJSpeech,LJ,,en,LJSpeech::lj031-0165
audio/human/LJSpeech/LJ019-0032.wav,0,LJSpeech,LJ,,en,LJSpeech::lj019-0032
audio/human/CREMA-D/1030_TIE_DIS_XX.wav,0,CREMA-D,1030,,en,CREMA-D::actor::1030
audio/human/garystafford/yt_0008_part_083.flac,0,GaryStafford,,,en,GaryStafford::human::yt_0008
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/269 - UNHINGED CAILLOU Sora Compilation 2_159.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::269 - UNHINGED CAILLOU Sora Compilation 2
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/012 - BEST SORA 2 AI MEMES EPISODE 1_046.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::012 - BEST SORA 2 AI MEMES EPISODE 1
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/236 - Sora 2 Lost Episode In 10 Minutes Not Made For Kids_003.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::236 - Sora 2 Lost Episode In 10 Minutes Not Made For Kids
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/135 - Unhinged Gumball AI Moments_004.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::135 - Unhinged Gumball AI Moments
audio/human/LJSpeech/LJ016-0183.wav,0,LJSpeech,LJ,,en,LJSpeech::lj016-0183
audio/human/CREMA-D/1035_WSI_NEU_XX.wav,0,CREMA-D,1035,,en,CREMA-D::actor::1035
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/090 - Sora 2 S1E3_053.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::090 - Sora 2 S1E3
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/174 - Sora 2 - Family Guy, South Park, SpongeBob SquarePants and more! ｜ AI Cartoon Compilation #3_065.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::174 - Sora 2 - Family Guy, South Park, SpongeBob SquarePants and more! ｜ AI Cartoon Compilation #3"
audio/human/LJSpeech/LJ018-0151.wav,0,LJSpeech,LJ,,en,LJSpeech::lj018-0151
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_390.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/human/LJSpeech/LJ034-0086.wav,0,LJSpeech,LJ,,en,LJSpeech::lj034-0086
audio/human/LJSpeech/LJ020-0033.wav,0,LJSpeech,LJ,,en,LJSpeech::lj020-0033
audio/human/CREMA-D/1012_IEO_ANG_LO.wav,0,CREMA-D,1012,,en,CREMA-D::actor::1012
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/167 - AI Has LOST ALL CONTROL 💀 (Sora 2 Moments You Won’t Believe)_093.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::167 - AI Has LOST ALL CONTROL 💀 (Sora 2 Moments You Won’t Believe)
audio/human/LJSpeech/LJ016-0328.wav,0,LJSpeech,LJ,,en,LJSpeech::lj016-0328
audio/human/CREMA-D/1053_IEO_DIS_HI.wav,0,CREMA-D,1053,,en,CREMA-D::actor::1053
audio/human/LJSpeech/LJ018-0249.wav,0,LJSpeech,LJ,,en,LJSpeech::lj018-0249
audio/human/immy/Pathetic Loser Gooner Girlfriend Begs You To Stay With Her ASMR_126.wav,0,unknown,,,unknown,unknown::human::pathetic loser gooner girlfriend begs you to stay with her asmr_126
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/025 - He needs someone to save him 😭_179.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::025 - He needs someone to save him 😭
audio/human/LJSpeech/LJ036-0042.wav,0,LJSpeech,LJ,,en,LJSpeech::lj036-0042
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/200 - SML Movie： Junior Wants Chef Pee Pee Fired!_146.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::200 - SML Movie： Junior Wants Chef Pee Pee Fired!
audio/human/LJSpeech/LJ033-0082.wav,0,LJSpeech,LJ,,en,LJSpeech::lj033-0082
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/283 - Peppa pig gets grounded Sora AI videos 235 subscriber special (MOST VIEWED)_069.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::283 - Peppa pig gets grounded Sora AI videos 235 subscriber special (MOST VIEWED)
audio/human/LJSpeech/LJ042-0127.wav,0,LJSpeech,LJ,,en,LJSpeech::lj042-0127
audio/ai/garystafford/po_0004_part_004.flac,1,GaryStafford,,Amazon Polly,en,GaryStafford::ai::Amazon Polly::0004
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/173 - BEST SORA 2 AI MEMES EPISODE 10_023.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::173 - BEST SORA 2 AI MEMES EPISODE 10
audio/human/LJSpeech/LJ040-0054.wav,0,LJSpeech,LJ,,en,LJSpeech::lj040-0054
audio/human/CREMA-D/1023_IOM_HAP_XX.wav,0,CREMA-D,1023,,en,CREMA-D::actor::1023
audio/human/LJSpeech/LJ030-0097.wav,0,LJSpeech,LJ,,en,LJSpeech::lj030-0097
audio/human/LJSpeech/LJ043-0094.wav,0,LJSpeech,LJ,,en,LJSpeech::lj043-0094
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/035 - Spongebob Ai part 1 and two (The Secret Sauce)_003.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::035 - Spongebob Ai part 1 and two (The Secret Sauce)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/135 - Unhinged Gumball AI Moments_127.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::135 - Unhinged Gumball AI Moments
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/285 - Collabs Movie Studios & Streaming Platforms🥣 Made Cereals_028.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::285 - Collabs Movie Studios & Streaming Platforms🥣 Made Cereals
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/130 - Halloween Party - Movie Studio Intros_018.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::130 - Halloween Party - Movie Studio Intros
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/105 - sora 2 stuff_148.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::105 - sora 2 stuff
audio/human/CREMA-D/1077_WSI_ANG_XX.wav,0,CREMA-D,1077,,en,CREMA-D::actor::1077
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_398.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/human/CREMA-D/1009_TIE_ANG_XX.wav,0,CREMA-D,1009,,en,CREMA-D::actor::1009
audio/ai/garystafford/po_0031_part_007.flac,1,GaryStafford,,Amazon Polly,en,GaryStafford::ai::Amazon Polly::0031
audio/ai/garystafford/sp_0005_part_006.flac,1,GaryStafford,,Speechify,en,GaryStafford::ai::Speechify::0005
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/174 - Sora 2 - Family Guy, South Park, SpongeBob SquarePants and more! ｜ AI Cartoon Compilation #3_031.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::174 - Sora 2 - Family Guy, South Park, SpongeBob SquarePants and more! ｜ AI Cartoon Compilation #3"
audio/human/LJSpeech/LJ028-0010.wav,0,LJSpeech,LJ,,en,LJSpeech::lj028-0010
audio/human/CREMA-D/1045_TSI_FEA_XX.wav,0,CREMA-D,1045,,en,CREMA-D::actor::1045
audio/human/CREMA-D/1071_IWW_DIS_XX.wav,0,CREMA-D,1071,,en,CREMA-D::actor::1071
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/236 - Sora 2 Lost Episode In 10 Minutes Not Made For Kids_151.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::236 - Sora 2 Lost Episode In 10 Minutes Not Made For Kids
audio/human/CREMA-D/1079_TSI_DIS_XX.wav,0,CREMA-D,1079,,en,CREMA-D::actor::1079
audio/human/LJSpeech/LJ026-0081.wav,0,LJSpeech,LJ,,en,LJSpeech::lj026-0081
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/039 - South Park： Cartman in Squid Game ｜ South Park Parody ｜ Episode 1 ｜ Motionize_076.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::039 - South Park： Cartman in Squid Game ｜ South Park Parody ｜ Episode 1 ｜ Motionize
audio/human/LJSpeech/LJ035-0160.wav,0,LJSpeech,LJ,,en,LJSpeech::lj035-0160
audio/human/LJSpeech/LJ037-0234.wav,0,LJSpeech,LJ,,en,LJSpeech::lj037-0234
audio/human/LJSpeech/LJ050-0148.wav,0,LJSpeech,LJ,,en,LJSpeech::lj050-0148
audio/human/CREMA-D/1027_IEO_ANG_LO.wav,0,CREMA-D,1027,,en,CREMA-D::actor::1027
audio/human/CREMA-D/1082_ITS_DIS_XX.wav,0,CREMA-D,1082,,en,CREMA-D::actor::1082
audio/human/LJSpeech/LJ033-0039.wav,0,LJSpeech,LJ,,en,LJSpeech::lj033-0039
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/200 - SML Movie： Junior Wants Chef Pee Pee Fired!_098.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::200 - SML Movie： Junior Wants Chef Pee Pee Fired!
audio/human/LJSpeech/LJ014-0048.wav,0,LJSpeech,LJ,,en,LJSpeech::lj014-0048
audio/human/LJSpeech/LJ046-0010.wav,0,LJSpeech,LJ,,en,LJSpeech::lj046-0010
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/230 - The Ultimate Spongebob Sora 2 Compilation_177.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::230 - The Ultimate Spongebob Sora 2 Compilation
